time,temperature,humidity,precipitation,pressure
1943-11-05,7.56,65.25,0.20,1000.73
1943-11-06,4.68,68.54,0.00,995.15
1943-11-07,3.38,87.33,24.00,989.80
1943-11-08,5.21,77.46,0.00,995.86
1943-11-09,3.86,77.88,0.00,1003.49
1943-11-10,2.86,73.25,0.00,1007.76
1943-11-11,3.43,76.46,0.00,1001.20
1943-11-12,4.67,79.88,0.00,994.92
1943-11-13,4.75,86.71,0.00,984.49
1943-11-14,5.58,87.17,1.80,974.25
1943-11-15,3.10,87.29,4.30,979.66
1943-11-16,1.59,89.75,0.00,989.71
1943-11-17,1.90,82.04,4.80,994.35
1943-11-18,2.82,85.71,4.20,996.12
1943-11-19,3.31,79.79,0.00,999.02
1943-11-20,4.27,76.25,4.10,998.73
1943-11-21,6.35,87.50,2.40,999.00
1943-11-22,5.37,85.58,0.00,993.83
1943-11-23,4.08,83.38,0.00,991.00
1943-11-24,3.32,85.71,0.80,989.41
1943-11-25,5.55,85.17,1.80,982.89
1943-11-26,3.25,73.17,0.00,988.98
1943-11-27,0.89,75.08,0.00,993.68
1943-11-28,2.35,78.17,0.00,998.97
1943-11-29,4.07,83.67,0.00,996.66
1943-11-30,3.52,79.75,0.00,992.46
1943-12-01,3.43,61.71,0.00,995.86
1943-12-02,2.19,63.46,0.00,996.73
1943-12-03,4.26,75.50,2.00,995.34
1943-12-04,6.35,91.33,8.30,995.64
1943-12-05,5.43,92.00,0.20,999.57
1943-12-06,6.05,87.67,3.80,1000.28
1943-12-07,8.46,90.67,9.00,994.88
1943-12-08,7.22,93.71,0.00,996.06
1943-12-09,6.36,93.46,0.00,997.10
1943-12-10,6.65,85.62,0.00,993.35
1943-12-11,5.75,79.42,0.20,996.99
1943-12-12,4.20,81.67,0.00,1001.28
1943-12-13,3.78,82.29,0.00,1006.24
1943-12-14,2.07,85.58,0.00,1005.95
1943-12-15,3.71,80.67,0.00,1009.35
1943-12-16,5.60,79.71,1.30,1006.07
1943-12-17,4.10,83.92,8.20,1005.33
1943-12-18,5.03,92.92,8.60,1006.59
1943-12-19,4.76,92.67,6.30,1002.53
1943-12-20,5.95,92.62,5.50,997.19
1943-12-21,4.37,87.58,4.60,998.78
1943-12-22,5.87,91.54,11.10,990.08
1943-12-23,6.57,92.88,6.00,990.09
1943-12-24,6.29,88.79,0.00,996.00
1943-12-25,3.81,87.33,1.40,1003.59
1943-12-26,0.58,75.71,0.00,1008.37
1943-12-27,1.98,74.79,0.00,1007.40
1943-12-28,2.04,80.46,0.00,1006.66
1943-12-29,2.23,81.88,0.00,1003.36
1943-12-30,0.88,83.04,0.00,993.48
1943-12-31,1.93,47.17,0.00,991.80
1944-01-01,-0.81,56.46,0.00,999.73
1944-01-02,1.20,67.92,0.00,1000.22
1944-01-03,1.64,76.83,0.00,998.07
1944-01-04,2.58,57.21,0.00,989.23
1944-01-05,1.52,41.08,0.00,1001.20
1944-01-06,-1.76,54.75,0.00,1009.20
1944-01-07,-0.91,64.83,0.00,1002.87
1944-01-08,0.25,70.75,0.00,1001.33
1944-01-09,2.13,78.75,0.00,998.55
1944-01-10,2.65,83.96,0.00,994.97
1944-01-11,2.80,86.12,0.00,1000.25
1944-01-12,3.65,91.46,0.00,1001.60
1944-01-13,3.70,88.29,0.00,1005.77
1944-01-14,4.12,88.71,0.00,1009.32
1944-01-15,3.69,84.96,0.00,1011.55
1944-01-16,3.34,83.12,0.00,1015.80
1944-01-17,1.32,87.50,0.00,1013.17
1944-01-18,0.98,83.17,0.00,1009.18
1944-01-19,1.73,79.92,0.00,1005.89
1944-01-20,1.49,82.12,0.00,1007.28
1944-01-21,2.21,82.38,0.00,1007.45
1944-01-22,2.20,81.92,0.00,1007.43
1944-01-23,2.82,80.62,0.00,999.80
1944-01-24,3.27,70.58,0.00,994.86
1944-01-25,2.94,75.88,0.40,992.74
1944-01-26,3.39,63.04,0.10,997.77
1944-01-27,3.13,63.67,0.00,1007.50
1944-01-28,5.15,72.25,0.00,1007.40
1944-01-29,6.96,71.88,0.00,1006.61
1944-01-30,5.87,71.33,0.00,1006.90
1944-01-31,5.25,73.50,0.00,1008.09
1944-02-01,3.48,73.75,0.00,1006.30
1944-02-02,4.54,76.29,0.00,1002.33
1944-02-03,5.59,85.25,0.00,998.50
1944-02-04,6.03,69.17,0.10,986.15
1944-02-05,3.88,39.08,0.00,990.84
1944-02-06,3.35,40.62,0.00,998.47
1944-02-07,1.03,49.50,0.00,1001.64
1944-02-08,3.13,51.92,0.00,988.99
1944-02-09,2.41,45.71,0.00,989.49
1944-02-10,1.04,64.75,0.40,976.84
1944-02-11,1.01,36.54,0.00,977.47
1944-02-12,0.99,38.92,0.00,984.57
1944-02-13,0.27,41.29,0.00,987.62
1944-02-14,0.24,51.25,0.00,994.27
1944-02-15,0.99,58.62,0.00,995.75
1944-02-16,1.75,63.71,0.00,993.93
1944-02-17,1.50,66.67,0.00,990.40
1944-02-18,1.19,68.04,0.00,990.60
1944-02-19,-0.93,62.17,0.00,995.38
1944-02-20,-0.49,65.75,0.00,996.95
1944-02-21,0.37,67.88,0.00,994.10
1944-02-22,1.00,63.17,0.80,992.90
1944-02-23,1.67,69.12,0.30,997.85
1944-02-24,1.90,78.83,0.00,1003.87
1944-02-25,2.96,70.96,0.00,994.69
1944-02-26,3.82,71.29,0.00,981.22
1944-02-27,4.07,86.92,2.50,980.93
1944-02-28,4.72,89.29,19.60,977.04
1944-02-29,5.71,88.67,11.20,973.87
1944-03-01,4.48,75.46,0.00,980.80
1944-03-02,4.73,65.58,0.70,989.86
1944-03-03,3.97,77.46,0.90,986.24
1944-03-04,1.85,85.38,6.10,985.95
1944-03-05,0.94,67.42,2.40,990.77
1944-03-06,1.51,54.96,0.00,993.41
1944-03-07,3.69,64.38,0.30,997.54
1944-03-08,4.18,79.33,0.90,1000.39
1944-03-09,5.39,77.42,1.80,998.46
1944-03-10,4.77,72.79,0.10,996.85
1944-03-11,4.50,75.54,0.00,988.04
1944-03-12,5.38,42.46,0.00,985.91
1944-03-13,4.28,58.50,0.00,983.00
1944-03-14,5.96,37.92,0.00,983.76
1944-03-15,3.76,43.50,0.00,990.70
1944-03-16,4.42,51.17,0.00,997.57
1944-03-17,5.11,60.75,0.00,998.25
1944-03-18,6.21,65.92,0.00,1003.65
1944-03-19,8.09,69.67,0.00,999.85
1944-03-20,8.41,57.75,0.00,991.55
1944-03-21,6.93,51.50,0.00,986.01
1944-03-22,4.95,48.42,0.30,986.53
1944-03-23,4.11,46.04,0.10,995.45
1944-03-24,5.87,48.21,0.00,996.85
1944-03-25,6.45,40.29,1.00,999.17
1944-03-26,4.84,49.50,0.00,1000.89
1944-03-27,8.09,63.08,0.10,991.66
1944-03-28,6.85,63.38,0.00,995.47
1944-03-29,7.80,67.96,0.00,988.57
1944-03-30,7.64,82.08,1.70,985.03
1944-03-31,8.85,80.29,1.90,986.00
1944-04-01,9.12,37.79,0.00,994.62
1944-04-02,8.47,59.04,0.00,999.34
1944-04-03,9.35,67.54,0.00,997.54
1944-04-04,11.00,72.92,0.50,996.54
1944-04-05,11.41,75.96,0.00,996.83
1944-04-06,12.49,65.33,0.00,997.17
1944-04-07,12.85,70.29,0.10,1000.45
1944-04-08,13.31,73.50,3.90,999.30
1944-04-09,11.31,88.12,6.90,996.84
1944-04-10,13.40,77.62,0.00,995.41
1944-04-11,12.48,77.08,2.70,996.91
1944-04-12,14.08,70.29,0.00,996.95
1944-04-13,13.48,74.21,0.50,994.47
1944-04-14,13.20,75.33,0.30,995.42
1944-04-15,14.19,68.33,0.00,995.68
1944-04-16,14.37,70.33,0.80,992.88
1944-04-17,12.73,82.42,13.60,988.53
1944-04-18,13.61,80.75,5.10,991.35
1944-04-19,13.25,82.67,6.90,997.95
1944-04-20,13.25,82.12,3.70,999.26
1944-04-21,14.26,82.25,6.00,1000.49
1944-04-22,14.83,72.33,0.50,1004.08
1944-04-23,15.23,66.38,0.00,1007.74
1944-04-24,15.75,66.08,0.00,1004.34
1944-04-25,15.03,62.79,4.90,992.10
1944-04-26,11.10,76.96,3.70,996.48
1944-04-27,11.89,61.33,1.00,1000.08
1944-04-28,12.73,60.17,0.00,996.25
1944-04-29,12.56,68.83,1.50,994.60
1944-04-30,11.97,65.58,1.60,997.75
1944-05-01,13.44,64.75,0.00,998.68
1944-05-02,14.82,66.67,0.00,999.67
1944-05-03,15.87,72.88,0.00,994.59
1944-05-04,16.69,70.42,0.00,991.90
1944-05-05,15.21,71.54,0.00,993.22
1944-05-06,15.42,78.92,4.00,993.43
1944-05-07,15.74,79.96,1.80,995.97
1944-05-08,15.41,84.42,8.50,997.23
1944-05-09,12.75,75.04,2.30,1006.15
1944-05-10,12.99,73.71,2.50,1002.55
1944-05-11,15.56,72.88,1.40,998.04
1944-05-12,16.37,71.88,0.20,996.85
1944-05-13,17.66,65.71,0.00,996.27
1944-05-14,16.65,74.50,1.20,995.74
1944-05-15,17.37,70.21,0.50,993.26
1944-05-16,16.41,75.25,3.70,993.37
1944-05-17,14.69,85.12,11.30,992.85
1944-05-18,15.37,76.96,0.60,994.44
1944-05-19,16.47,69.58,0.00,993.88
1944-05-20,17.26,73.25,17.40,989.53
1944-05-21,16.38,81.75,15.70,984.83
1944-05-22,15.72,66.12,2.60,987.25
1944-05-23,14.61,58.58,0.00,996.76
1944-05-24,15.13,64.38,0.00,1001.99
1944-05-25,16.13,61.54,0.00,1005.97
1944-05-26,16.95,69.79,0.00,1006.42
1944-05-27,18.84,69.71,0.00,1007.00
1944-05-28,19.94,61.58,0.00,1008.85
1944-05-29,18.70,68.08,0.00,1007.41
1944-05-30,19.45,64.00,0.00,1003.16
1944-05-31,19.37,61.04,0.00,999.09
1944-06-01,19.32,66.04,0.00,996.77
1944-06-02,19.20,71.71,0.20,995.56
1944-06-03,19.79,72.38,3.30,995.57
1944-06-04,19.62,67.33,0.20,997.68
1944-06-05,20.48,63.50,0.00,994.73
1944-06-06,17.32,81.96,9.40,987.17
1944-06-07,16.60,85.46,12.80,984.14
1944-06-08,17.31,69.38,0.50,989.64
1944-06-09,16.52,65.67,0.00,992.93
1944-06-10,18.14,71.33,0.30,989.35
1944-06-11,16.63,87.08,18.70,992.72
1944-06-12,19.00,75.46,0.10,1000.79
1944-06-13,20.79,71.75,0.00,1001.50
1944-06-14,21.49,71.29,0.00,996.09
1944-06-15,20.21,74.29,3.60,997.01
1944-06-16,18.49,63.96,0.00,998.21
1944-06-17,16.66,70.38,5.80,989.50
1944-06-18,15.80,70.42,0.60,986.69
1944-06-19,17.75,71.00,0.90,987.17
1944-06-20,18.23,75.79,4.90,991.06
1944-06-21,19.22,74.88,0.40,991.17
1944-06-22,19.12,78.79,3.80,991.01
1944-06-23,19.21,76.83,1.90,988.69
1944-06-24,19.68,77.12,3.20,990.09
1944-06-25,18.97,68.38,1.00,996.85
1944-06-26,19.54,70.00,0.00,998.12
1944-06-27,20.58,71.88,0.70,994.26
1944-06-28,20.03,76.42,0.80,997.35
1944-06-29,20.38,72.75,0.30,998.70
1944-06-30,21.23,72.12,0.90,993.65
1944-07-01,22.31,69.62,0.00,995.77
1944-07-02,23.40,62.83,0.00,997.52
1944-07-03,22.21,68.46,6.50,993.88
1944-07-04,20.38,80.17,12.60,987.62
1944-07-05,20.66,63.46,0.00,989.12
1944-07-06,21.35,66.12,0.00,994.70
1944-07-07,22.60,70.46,0.00,995.77
1944-07-08,22.88,70.75,0.40,994.76
1944-07-09,19.55,85.58,20.20,990.95
1944-07-10,21.32,71.29,0.00,990.45
1944-07-11,21.08,65.58,0.80,990.22
1944-07-12,19.41,66.00,0.80,994.35
1944-07-13,19.89,65.92,0.00,994.87
1944-07-14,21.08,66.00,0.00,995.50
1944-07-15,21.99,68.21,0.00,997.93
1944-07-16,21.93,70.71,0.40,998.09
1944-07-17,22.48,70.92,2.20,994.91
1944-07-18,22.64,66.21,1.10,994.94
1944-07-19,22.30,64.29,0.20,994.76
1944-07-20,21.48,76.08,1.70,994.48
1944-07-21,21.32,78.21,2.80,992.44
1944-07-22,19.10,80.75,13.60,987.45
1944-07-23,20.57,55.67,0.00,992.04
1944-07-24,21.01,61.17,0.00,997.44
1944-07-25,21.71,68.33,0.00,1000.13
1944-07-26,22.83,71.92,0.00,1000.96
1944-07-27,23.27,71.21,0.00,997.07
1944-07-28,22.04,73.88,0.50,995.94
1944-07-29,21.81,75.50,4.10,995.56
1944-07-30,21.70,75.29,0.30,995.32
1944-07-31,21.25,76.58,0.40,995.09
1944-08-01,20.63,70.08,0.90,994.85
1944-08-02,21.38,65.79,0.00,992.69
1944-08-03,21.88,65.88,0.20,995.09
1944-08-04,21.90,63.08,0.10,996.86
1944-08-05,20.61,72.62,4.10,998.33
1944-08-06,19.98,80.00,6.80,999.32
1944-08-07,20.68,72.54,0.20,997.93
1944-08-08,21.22,71.54,0.10,996.03
1944-08-09,20.90,76.21,1.50,995.43
1944-08-10,21.67,76.33,0.60,998.05
1944-08-11,21.77,76.21,0.00,1001.76
1944-08-12,23.72,68.75,0.00,1001.18
1944-08-13,25.10,66.62,0.00,998.66
1944-08-14,25.78,67.29,0.00,996.12
1944-08-15,25.52,66.17,0.00,996.15
1944-08-16,25.08,69.00,0.30,996.59
1944-08-17,23.36,71.88,0.40,996.20
1944-08-18,23.02,73.58,4.10,996.10
1944-08-19,23.15,69.21,0.10,995.15
1944-08-20,23.98,65.92,0.00,994.28
1944-08-21,25.14,63.12,0.00,994.87
1944-08-22,25.50,60.38,0.00,996.57
1944-08-23,27.32,54.92,0.00,997.20
1944-08-24,27.51,50.62,0.00,999.26
1944-08-25,26.84,47.21,0.00,1001.83
1944-08-26,26.09,49.71,0.00,1003.01
1944-08-27,25.52,45.50,0.00,1001.22
1944-08-28,24.32,44.25,0.00,998.78
1944-08-29,25.14,49.21,0.00,996.78
1944-08-30,24.17,65.83,0.50,997.49
1944-08-31,24.78,62.17,0.00,997.83
1944-09-01,24.89,64.96,0.00,997.13
1944-09-02,25.22,60.71,0.00,994.06
1944-09-03,19.05,67.38,22.00,994.00
1944-09-04,18.57,57.83,0.00,1001.13
1944-09-05,19.70,62.29,0.10,998.62
1944-09-06,20.66,64.50,0.00,997.39
1944-09-07,20.92,63.08,0.00,995.43
1944-09-08,19.45,55.00,0.00,997.50
1944-09-09,17.90,56.75,0.00,1000.84
1944-09-10,19.14,52.21,0.00,1001.33
1944-09-11,18.82,53.17,0.00,1003.57
1944-09-12,19.12,48.79,0.00,1005.40
1944-09-13,17.30,58.17,0.30,1005.32
1944-09-14,17.90,54.21,0.00,1002.25
1944-09-15,19.64,51.46,0.00,1003.00
1944-09-16,20.32,53.75,0.00,1004.72
1944-09-17,19.80,45.29,0.00,1005.39
1944-09-18,19.13,42.67,0.00,1004.57
1944-09-19,18.07,51.54,6.60,1001.10
1944-09-20,16.22,84.62,9.20,1000.99
1944-09-21,16.02,76.38,0.40,999.85
1944-09-22,16.33,77.54,0.30,999.77
1944-09-23,17.66,70.12,0.00,1001.18
1944-09-24,17.89,78.79,4.40,996.15
1944-09-25,15.03,73.00,7.80,992.35
1944-09-26,13.90,66.54,0.00,998.26
1944-09-27,15.30,73.38,4.50,993.79
1944-09-28,13.00,77.33,4.30,992.67
1944-09-29,13.42,65.79,0.00,998.27
1944-09-30,12.59,67.17,0.00,1000.64
1944-10-01,13.41,68.08,0.00,992.90
1944-10-02,14.62,52.21,0.00,988.10
1944-10-03,13.25,45.46,0.00,994.56
1944-10-04,12.95,60.96,1.10,995.33
1944-10-05,12.27,78.83,25.50,993.30
1944-10-06,13.35,86.54,60.00,995.94
1944-10-07,13.45,91.75,16.10,998.72
1944-10-08,13.71,90.67,8.90,994.57
1944-10-09,13.39,92.62,35.60,988.27
1944-10-10,11.70,92.83,6.10,991.97
1944-10-11,11.34,83.96,0.00,995.85
1944-10-12,12.34,84.00,0.30,997.55
1944-10-13,13.01,85.33,2.70,995.25
1944-10-14,12.07,87.42,2.60,994.21
1944-10-15,12.13,85.79,0.00,994.04
1944-10-16,13.37,90.33,3.30,991.05
1944-10-17,12.87,93.08,4.50,989.94
1944-10-18,12.67,92.88,2.20,990.95
1944-10-19,13.80,68.92,4.40,984.91
1944-10-20,11.59,62.75,0.00,992.00
1944-10-21,9.76,85.38,31.20,989.60
1944-10-22,11.05,83.50,16.00,989.39
1944-10-23,11.08,82.88,0.50,990.00
1944-10-24,10.84,82.58,5.90,989.03
1944-10-25,11.83,83.67,6.10,993.60
1944-10-26,10.96,86.25,8.60,990.16
1944-10-27,10.18,87.42,1.10,981.45
1944-10-28,9.49,90.75,2.90,984.41
1944-10-29,9.30,85.50,19.80,987.43
1944-10-30,9.27,88.71,21.80,989.61
1944-10-31,8.78,84.38,0.70,998.55
1944-11-01,7.33,83.88,3.80,998.12
1944-11-02,8.55,92.25,15.00,985.97
1944-11-03,8.75,92.17,7.30,985.26
1944-11-04,7.26,85.12,0.00,998.28
1944-11-05,6.09,89.00,0.00,1003.95
1944-11-06,6.14,83.71,0.00,1001.20
1944-11-07,7.23,82.00,0.30,991.60
1944-11-08,8.43,86.38,0.30,983.38
1944-11-09,8.57,63.75,0.00,980.21
1944-11-10,5.20,42.25,0.00,989.80
1944-11-11,4.16,56.71,0.00,993.09
1944-11-12,2.89,65.62,0.00,993.00
1944-11-13,1.58,87.71,2.20,988.54
1944-11-14,3.32,84.54,8.00,981.63
1944-11-15,2.30,88.83,3.10,978.36
1944-11-16,1.29,78.12,0.00,993.76
1944-11-17,2.10,69.62,0.00,1004.58
1944-11-18,2.84,71.46,0.00,1004.48
1944-11-19,2.99,79.29,0.00,1003.85
1944-11-20,5.01,87.21,2.70,999.43
1944-11-21,7.50,69.62,0.60,993.57
1944-11-22,3.37,69.38,0.30,1000.26
1944-11-23,4.24,84.50,0.20,990.94
1944-11-24,5.83,89.46,0.10,987.42
1944-11-25,6.31,93.50,4.60,985.42
1944-11-26,7.85,92.71,0.90,990.32
1944-11-27,6.45,94.25,8.30,997.23
1944-11-28,2.65,88.50,0.00,1004.07
1944-11-29,1.30,79.17,0.00,1001.30
1944-11-30,2.16,80.46,0.00,1003.82
1944-12-01,1.35,82.71,0.00,1008.33
1944-12-02,0.55,79.92,0.00,1004.09
1944-12-03,0.77,80.88,0.00,997.75
1944-12-04,1.75,84.21,0.00,990.67
1944-12-05,2.10,89.79,0.80,989.11
1944-12-06,2.17,88.83,0.70,989.40
1944-12-07,3.05,89.88,5.20,987.23
1944-12-08,3.73,93.83,30.60,974.41
1944-12-09,1.15,88.96,0.00,980.48
1944-12-10,-0.48,80.75,0.00,989.20
1944-12-11,0.40,81.54,4.00,989.95
1944-12-12,2.82,92.25,2.00,991.20
1944-12-13,1.80,88.33,0.70,995.20
1944-12-14,0.51,77.58,0.00,997.49
1944-12-15,0.75,77.96,0.00,996.17
1944-12-16,0.69,85.79,0.00,1002.52
1944-12-17,1.87,81.96,0.40,1005.65
1944-12-18,3.91,91.12,1.90,1003.46
1944-12-19,5.23,89.04,1.70,1003.19
1944-12-20,5.95,89.42,0.10,1003.91
1944-12-21,2.48,79.04,0.50,1004.62
1944-12-22,0.03,77.46,0.40,1005.88
1944-12-23,-1.34,72.50,0.00,1006.82
1944-12-24,-0.72,72.33,0.00,1008.08
1944-12-25,-1.27,74.88,0.00,1007.21
1944-12-26,-1.98,76.21,0.00,1005.73
1944-12-27,-2.68,74.08,0.00,1004.99
1944-12-28,-2.89,71.29,0.00,999.93
1944-12-29,-2.67,64.71,0.00,999.28
1944-12-30,-3.90,57.29,0.00,997.50
1944-12-31,-2.51,45.88,0.00,990.99
1945-01-01,-1.94,37.71,0.00,994.01
1945-01-02,-3.17,53.25,0.00,1002.51
1945-01-03,-3.32,59.58,0.00,999.65
1945-01-04,-3.17,66.67,0.70,987.73
1945-01-05,0.04,84.50,20.40,981.54
1945-01-06,-1.78,85.42,0.40,984.66
1945-01-07,-6.52,77.38,0.00,986.87
1945-01-08,-10.46,80.29,0.00,981.71
1945-01-09,-13.34,77.58,0.00,981.88
1945-01-10,-12.95,78.29,0.00,983.83
1945-01-11,-12.90,78.08,0.00,981.62
1945-01-12,-11.05,75.96,0.00,991.93
1945-01-13,-2.98,87.12,7.30,1000.67
1945-01-14,-0.58,88.83,2.20,1001.30
1945-01-15,-4.62,88.17,0.00,996.65
1945-01-16,-3.43,86.42,0.00,992.97
1945-01-17,-3.62,83.50,0.00,988.57
1945-01-18,-6.92,79.33,0.00,989.50
1945-01-19,-5.56,85.25,2.00,981.51
1945-01-20,-6.26,75.21,0.10,985.71
1945-01-21,-9.04,72.75,0.00,987.34
1945-01-22,-9.42,70.62,0.00,993.68
1945-01-23,-8.97,76.42,0.80,996.15
1945-01-24,-7.07,81.92,0.00,990.44
1945-01-25,-4.87,85.83,2.90,990.52
1945-01-26,-0.94,87.38,18.90,985.55
1945-01-27,-5.83,67.38,0.40,987.19
1945-01-28,-6.68,65.58,0.00,983.71
1945-01-29,-8.03,59.71,0.00,995.29
1945-01-30,-10.35,69.33,0.00,1002.58
1945-01-31,-6.89,75.96,0.00,999.64
1945-02-01,-3.70,81.17,0.00,1001.24
1945-02-02,-2.12,85.38,0.10,1003.96
1945-02-03,0.75,89.79,2.80,1002.04
1945-02-04,-1.28,85.88,0.00,1006.48
1945-02-05,-1.79,79.75,0.00,1002.10
1945-02-06,0.96,78.17,0.00,998.50
1945-02-07,1.18,77.62,0.00,1001.12
1945-02-08,-2.41,83.71,0.00,1000.60
1945-02-09,-0.92,84.21,0.00,997.64
1945-02-10,-2.22,79.79,0.00,998.22
1945-02-11,-0.86,84.04,0.00,994.46
1945-02-12,-0.19,85.62,0.00,993.93
1945-02-13,-0.02,84.33,0.00,1001.68
1945-02-14,2.21,89.38,0.00,1004.31
1945-02-15,1.04,87.50,0.00,1004.86
1945-02-16,1.51,82.54,0.00,1005.04
1945-02-17,1.35,85.21,0.00,1010.55
1945-02-18,2.45,80.75,0.00,1009.72
1945-02-19,1.25,82.62,0.80,1016.04
1945-02-20,-0.01,75.79,0.00,1015.84
1945-02-21,0.41,76.12,0.00,1012.04
1945-02-22,2.07,73.46,0.00,1011.29
1945-02-23,2.05,74.46,0.00,1011.14
1945-02-24,3.40,77.46,0.00,1006.97
1945-02-25,3.73,79.00,0.00,1010.95
1945-02-26,5.17,79.54,0.00,1010.06
1945-02-27,6.73,77.21,0.00,1013.12
1945-02-28,7.41,78.71,0.00,1013.24
1945-03-01,6.65,85.38,0.00,1007.10
1945-03-02,6.60,69.92,2.40,999.25
1945-03-03,2.90,48.96,2.00,1004.26
1945-03-04,2.41,48.00,0.00,1003.98
1945-03-05,4.41,46.25,0.00,996.98
1945-03-06,4.12,51.58,0.00,996.61
1945-03-07,5.44,54.46,0.00,995.43
1945-03-08,4.05,72.46,0.70,999.72
1945-03-09,4.83,56.33,0.00,1005.15
1945-03-10,5.93,61.88,0.00,1006.84
1945-03-11,8.05,68.38,0.00,1004.22
1945-03-12,7.62,76.00,0.00,1009.71
1945-03-13,8.41,79.21,0.00,1009.43
1945-03-14,9.57,77.88,0.00,1009.42
1945-03-15,9.72,78.54,0.00,1007.41
1945-03-16,8.89,80.50,0.00,1005.35
1945-03-17,9.13,79.62,0.10,1002.80
1945-03-18,8.02,76.38,1.20,1007.22
1945-03-19,8.85,75.79,0.00,1010.75
1945-03-20,9.22,80.96,0.00,1009.47
1945-03-21,9.86,81.54,0.00,1006.74
1945-03-22,10.26,80.62,0.00,1007.87
1945-03-23,11.76,78.62,0.00,1009.22
1945-03-24,11.34,79.50,0.30,1005.85
1945-03-25,10.96,80.58,1.50,1003.02
1945-03-26,9.41,87.54,18.80,999.70
1945-03-27,8.94,87.46,50.40,996.98
1945-03-28,9.97,80.88,2.20,1000.34
1945-03-29,9.65,78.46,0.50,1001.64
1945-03-30,10.31,78.29,0.00,1000.25
1945-03-31,11.68,82.71,1.80,999.85
1945-04-01,12.77,77.12,0.20,1001.87
1945-04-02,12.10,78.92,0.00,999.20
1945-04-03,11.88,81.54,0.00,994.69
1945-04-04,12.26,84.04,1.70,996.49
1945-04-05,11.41,79.83,0.50,1001.25
1945-04-06,11.98,67.88,3.70,998.61
1945-04-07,10.01,76.58,11.10,999.04
1945-04-08,8.32,70.25,0.50,1004.72
1945-04-09,9.56,66.88,0.00,1005.94
1945-04-10,11.45,68.38,0.00,1004.55
1945-04-11,12.83,69.21,0.00,999.79
1945-04-12,12.83,68.67,0.00,996.75
1945-04-13,12.94,76.79,0.00,995.88
1945-04-14,13.84,76.08,0.00,998.33
1945-04-15,14.70,77.75,0.30,1003.08
1945-04-16,13.42,69.96,0.30,1006.43
1945-04-17,14.25,69.71,0.00,1006.54
1945-04-18,15.57,76.25,0.00,1002.79
1945-04-19,16.69,68.62,0.00,1000.15
1945-04-20,16.62,67.08,0.00,998.26
1945-04-21,15.31,75.96,0.90,989.72
1945-04-22,13.06,50.21,0.00,984.29
1945-04-23,12.43,42.29,0.00,990.08
1945-04-24,12.13,53.38,0.00,994.15
1945-04-25,12.16,61.12,0.00,996.91
1945-04-26,13.02,74.00,3.80,994.08
1945-04-27,12.70,86.96,17.80,988.45
1945-04-28,11.28,85.67,24.20,984.00
1945-04-29,11.28,52.17,0.00,988.14
1945-04-30,9.45,81.17,11.30,990.72
1945-05-01,9.24,86.29,13.90,988.90
1945-05-02,7.48,81.29,8.20,987.75
1945-05-03,8.53,62.96,0.20,994.28
1945-05-04,9.20,75.04,2.00,998.22
1945-05-05,11.51,78.54,1.00,997.45
1945-05-06,14.20,75.79,0.00,998.58
1945-05-07,16.97,75.04,0.00,998.73
1945-05-08,18.18,76.33,0.00,997.86
1945-05-09,19.19,79.29,0.00,999.93
1945-05-10,20.52,77.92,0.10,1003.02
1945-05-11,21.17,75.96,0.00,1004.23
1945-05-12,21.33,72.75,0.00,1003.21
1945-05-13,21.22,66.54,0.00,1000.49
1945-05-14,22.21,68.79,0.00,999.69
1945-05-15,21.95,72.58,0.20,999.11
1945-05-16,21.16,80.21,0.70,1000.43
1945-05-17,21.41,78.38,0.10,999.54
1945-05-18,21.53,73.83,1.10,995.80
1945-05-19,20.85,69.71,0.00,991.88
1945-05-20,20.71,70.25,0.40,989.22
1945-05-21,20.15,72.38,0.30,988.15
1945-05-22,18.40,71.08,2.90,986.03
1945-05-23,17.37,69.04,3.00,987.52
1945-05-24,16.59,74.42,4.70,987.69
1945-05-25,16.92,73.42,7.40,990.63
1945-05-26,16.18,81.00,3.30,987.86
1945-05-27,16.59,71.79,0.10,993.54
1945-05-28,17.27,67.12,0.00,995.27
1945-05-29,17.17,81.50,17.60,993.03
1945-05-30,16.85,87.42,12.50,991.77
1945-05-31,16.01,75.08,9.60,994.25
1945-06-01,17.11,67.88,0.00,998.09
1945-06-02,17.46,73.12,0.50,999.57
1945-06-03,18.32,70.88,0.00,1000.62
1945-06-04,19.42,71.88,0.00,999.72
1945-06-05,20.34,72.67,0.00,1000.68
1945-06-06,21.80,71.46,0.00,1001.01
1945-06-07,22.49,68.50,0.00,1000.28
1945-06-08,22.87,65.25,0.00,999.17
1945-06-09,22.98,70.96,0.20,999.19
1945-06-10,21.17,73.71,0.70,999.58
1945-06-11,19.96,74.83,0.70,999.31
1945-06-12,20.69,70.38,0.30,997.53
1945-06-13,19.06,78.54,12.90,995.75
1945-06-14,17.01,69.04,2.40,1002.51
1945-06-15,18.72,67.38,0.00,1001.30
1945-06-16,20.08,68.50,0.00,999.90
1945-06-17,20.44,69.88,0.00,1000.95
1945-06-18,20.53,71.33,0.10,1005.07
1945-06-19,21.67,69.08,0.00,1001.35
1945-06-20,22.57,69.88,0.00,998.51
1945-06-21,22.08,74.54,0.80,999.29
1945-06-22,23.10,69.88,0.00,999.77
1945-06-23,23.75,64.54,0.00,1000.74
